PseudoPipeID	EnsemblID.version	EnsemblID
PGOHUM00000300650	ENST00000514280.1	ENST00000514280
PGOHUM00000304200	ENST00000453058.2	ENST00000453058
PGOHUM00000293699	ENST00000470389.1	ENST00000470389
PGOHUM00000299389	ENST00000458108.1	ENST00000458108
PGOHUM00000304480	ENST00000617023.1	ENST00000617023
PGOHUM00000312541	ENST00000558556.5	ENST00000558556
PGOHUM00000294317	ENST00000430462.1	ENST00000430462
PGOHUM00000295828	ENST00000412169.1	ENST00000412169
PGOHUM00000310532	ENST00000380410.6	ENST00000380410
PGOHUM00000310940	ENST00000616011.1	ENST00000616011
PGOHUM00000304747	ENST00000428470.2	ENST00000428470
PGOHUM00000301843	ENST00000402650.1	ENST00000402650
PGOHUM00000294839	ENST00000589141.1	ENST00000589141
PGOHUM00000291836	ENST00000497352.1	ENST00000497352
PGOHUM00000300410	ENST00000511811.1	ENST00000511811
PGOHUM00000300145	ENST00000505915.1	ENST00000505915
PGOHUM00000300477	ENST00000515467.2	ENST00000515467
PGOHUM00000290594	ENST00000413438.1	ENST00000413438
PGOHUM00000292572	ENST00000557042.1	ENST00000557042
PGOHUM00000297858	ENST00000429993.1	ENST00000429993
PGOHUM00000300289	ENST00000505987.1	ENST00000505987
PGOHUM00000298967	ENST00000449663.1	ENST00000449663
PGOHUM00000294395	ENST00000479840.1	ENST00000479840
PGOHUM00000300980	ENST00000506012.1	ENST00000506012
PGOHUM00000302437	ENST00000480063.1	ENST00000480063
PGOHUM00000303741	ENST00000455403.1	ENST00000455403
PGOHUM00000293907	ENST00000565194.1	ENST00000565194
PGOHUM00000303896	ENST00000424370.2	ENST00000424370
PGOHUM00000300483	ENST00000504093.1	ENST00000504093
PGOHUM00000308595	ENST00000540985.1	ENST00000540985
PGOHUM00000292770	ENST00000560510.1	ENST00000560510
PGOHUM00000290126	ENST00000611406.1	ENST00000611406
PGOHUM00000304340	ENST00000605404.1	ENST00000605404
PGOHUM00000302026	ENST00000454916.1	ENST00000454916
PGOHUM00000304794	ENST00000441761.1	ENST00000441761
PGOHUM00000311403	ENST00000620178.1	ENST00000620178
PGOHUM00000293688	ENST00000567242.1	ENST00000567242
PGOHUM00000292709	ENST00000557141.1	ENST00000557141
PGOHUM00000291347	ENST00000546827.2	ENST00000546827
PGOHUM00000291363	ENST00000615621.1	ENST00000615621
PGOHUM00000300426	ENST00000508153.1	ENST00000508153
PGOHUM00000292323	ENST00000459899.1	ENST00000459899
PGOHUM00000293565	ENST00000638228.2	ENST00000638228
PGOHUM00000300887	ENST00000490372.1	ENST00000490372
PGOHUM00000301749	ENST00000494673.1	ENST00000494673
PGOHUM00000312006	ENST00000604116.1	ENST00000604116
PGOHUM00000297145	ENST00000432629.1	ENST00000432629
PGOHUM00000299761	ENST00000510947.1	ENST00000510947
PGOHUM00000310333	ENST00000432048.1	ENST00000432048
PGOHUM00000294985	ENST00000577135.1	ENST00000577135
PGOHUM00000300156	ENST00000507090.2	ENST00000507090
PGOHUM00000292218	ENST00000637834.1	ENST00000637834
PGOHUM00000289762	ENST00000453465.1	ENST00000453465
PGOHUM00000303493	ENST00000519737.1	ENST00000519737
PGOHUM00000293529	ENST00000565427.2	ENST00000565427
PGOHUM00000304778	ENST00000490943.2	ENST00000490943
PGOHUM00000296201	ENST00000437586.1	ENST00000437586
PGOHUM00000291519	ENST00000540190.1	ENST00000540190
PGOHUM00000296808	ENST00000466086.2	ENST00000466086
PGOHUM00000305560	ENST00000414395.1	ENST00000414395
PGOHUM00000295659	ENST00000423332.1	ENST00000423332
PGOHUM00000302960	ENST00000520729.1	ENST00000520729
PGOHUM00000303650	ENST00000519723.1	ENST00000519723
PGOHUM00000300897	ENST00000511286.1	ENST00000511286
PGOHUM00000290051	ENST00000413342.1	ENST00000413342
PGOHUM00000300778	ENST00000502593.2	ENST00000502593
PGOHUM00000300521	ENST00000514549.2	ENST00000514549
PGOHUM00000295727	ENST00000439132.1	ENST00000439132
PGOHUM00000300176	ENST00000614178.1	ENST00000614178
PGOHUM00000304007	ENST00000443417.1	ENST00000443417
PGOHUM00000293875	ENST00000444023.4	ENST00000444023
PGOHUM00000303150	ENST00000522306.1	ENST00000522306
PGOHUM00000301059	ENST00000507713.1	ENST00000507713
PGOHUM00000292985	ENST00000560250.2	ENST00000560250
PGOHUM00000294736	ENST00000586090.1	ENST00000586090
PGOHUM00000293393	ENST00000468708.1	ENST00000468708
PGOHUM00000301676	ENST00000405827.2	ENST00000405827
PGOHUM00000299322	ENST00000452862.1	ENST00000452862
PGOHUM00000297696	ENST00000518475.1	ENST00000518475
PGOHUM00000310358	ENST00000566112.2	ENST00000566112
PGOHUM00000299551	ENST00000462291.1	ENST00000462291
PGOHUM00000292368	ENST00000492636.1	ENST00000492636
PGOHUM00000299941	ENST00000505438.2	ENST00000505438
PGOHUM00000298924	ENST00000434368.1	ENST00000434368
PGOHUM00000295712	ENST00000422584.1	ENST00000422584
PGOHUM00000291168	ENST00000524879.1	ENST00000524879
PGOHUM00000300808	ENST00000505218.1	ENST00000505218
PGOHUM00000295953	ENST00000442087.2	ENST00000442087
PGOHUM00000290493	ENST00000423705.1	ENST00000423705
PGOHUM00000292748	ENST00000472287.1	ENST00000472287
PGOHUM00000292888	ENST00000568218.2	ENST00000568218
PGOHUM00000298648	ENST00000453215.2	ENST00000453215
PGOHUM00000302101	ENST00000603727.1	ENST00000603727
PGOHUM00000299233	ENST00000473622.1	ENST00000473622
PGOHUM00000303319	ENST00000522128.1	ENST00000522128
PGOHUM00000308600	ENST00000525221.1	ENST00000525221
PGOHUM00000304574	ENST00000399474.2	ENST00000399474
PGOHUM00000304143	ENST00000452970.1	ENST00000452970
PGOHUM00000301893	ENST00000402309.1	ENST00000402309
PGOHUM00000294879	ENST00000603599.1	ENST00000603599
PGOHUM00000297210	ENST00000433312.1	ENST00000433312
PGOHUM00000294286	ENST00000381380.3	ENST00000381380
PGOHUM00000302422	ENST00000473154.1	ENST00000473154
PGOHUM00000292918	ENST00000489027.1	ENST00000489027
PGOHUM00000299710	ENST00000429793.1	ENST00000429793
PGOHUM00000297924	ENST00000603205.1	ENST00000603205
PGOHUM00000296718	ENST00000458156.1	ENST00000458156
PGOHUM00000296885	ENST00000446317.1	ENST00000446317
PGOHUM00000291524	ENST00000525030.5	ENST00000525030
PGOHUM00000304355	ENST00000415677.1	ENST00000415677
PGOHUM00000302889	ENST00000447049.1	ENST00000447049
PGOHUM00000291916	ENST00000498134.1	ENST00000498134
PGOHUM00000297025	ENST00000453775.1	ENST00000453775
PGOHUM00000301939	ENST00000405151.2	ENST00000405151
PGOHUM00000292413	ENST00000464073.1	ENST00000464073
PGOHUM00000299012	ENST00000413663.1	ENST00000413663
PGOHUM00000290659	ENST00000528254.1	ENST00000528254
PGOHUM00000298313	ENST00000396820.2	ENST00000396820
PGOHUM00000292738	ENST00000554807.1	ENST00000554807
PGOHUM00000292947	ENST00000560291.2	ENST00000560291
PGOHUM00000289996	ENST00000486414.1	ENST00000486414
PGOHUM00000293225	ENST00000423136.1	ENST00000423136
PGOHUM00000311739	ENST00000528172.1	ENST00000528172
PGOHUM00000304397	ENST00000445213.1	ENST00000445213
PGOHUM00000302426	ENST00000438302.1	ENST00000438302
PGOHUM00000298649	ENST00000421970.2	ENST00000421970
PGOHUM00000292456	ENST00000460857.2	ENST00000460857
PGOHUM00000292437	ENST00000469219.1	ENST00000469219
PGOHUM00000308369	ENST00000471365.1	ENST00000471365
PGOHUM00000301758	ENST00000432375.1	ENST00000432375
PGOHUM00000300536	ENST00000510368.1	ENST00000510368
PGOHUM00000310734	ENST00000463958.1	ENST00000463958
PGOHUM00000294396	ENST00000592961.1	ENST00000592961
PGOHUM00000300210	ENST00000493291.1	ENST00000493291
PGOHUM00000292360	ENST00000488313.1	ENST00000488313
PGOHUM00000294454	ENST00000580842.1	ENST00000580842
PGOHUM00000302549	ENST00000413498.1	ENST00000413498
PGOHUM00000300292	ENST00000513074.2	ENST00000513074
PGOHUM00000311551	ENST00000417985.1	ENST00000417985
PGOHUM00000290044	ENST00000425516.1	ENST00000425516
PGOHUM00000292256	ENST00000548656.2	ENST00000548656
PGOHUM00000301203	ENST00000512891.1	ENST00000512891
PGOHUM00000297920	ENST00000424400.1	ENST00000424400
PGOHUM00000300360	ENST00000512282.2	ENST00000512282
PGOHUM00000293454	ENST00000575306.1	ENST00000575306
PGOHUM00000290360	ENST00000610003.1	ENST00000610003
PGOHUM00000296600	ENST00000431627.1	ENST00000431627
PGOHUM00000305464	ENST00000425026.1	ENST00000425026
PGOHUM00000305388	ENST00000332359.5	ENST00000332359
PGOHUM00000297495	ENST00000425948.2	ENST00000425948
PGOHUM00000299805	ENST00000507778.1	ENST00000507778
PGOHUM00000302865	ENST00000439784.7	ENST00000439784
PGOHUM00000294347	ENST00000578634.1	ENST00000578634
PGOHUM00000300030	ENST00000434169.2	ENST00000434169
PGOHUM00000291629	ENST00000548175.1	ENST00000548175
PGOHUM00000292763	ENST00000557231.2	ENST00000557231
PGOHUM00000310931	ENST00000400354.2	ENST00000400354
PGOHUM00000295551	ENST00000611860.1	ENST00000611860
PGOHUM00000298168	ENST00000449129.1	ENST00000449129
PGOHUM00000292938	ENST00000558917.1	ENST00000558917
PGOHUM00000308507	ENST00000511476.1	ENST00000511476
PGOHUM00000299083	ENST00000477233.1	ENST00000477233
PGOHUM00000301922	ENST00000402798.1	ENST00000402798
PGOHUM00000295316	ENST00000600110.1	ENST00000600110
PGOHUM00000303987	ENST00000447622.1	ENST00000447622
PGOHUM00000304453	ENST00000425592.2	ENST00000425592
PGOHUM00000289861	ENST00000417804.1	ENST00000417804
PGOHUM00000293837	ENST00000567900.1	ENST00000567900
PGOHUM00000294171	ENST00000475274.1	ENST00000475274
PGOHUM00000302268	ENST00000502460.1	ENST00000502460
PGOHUM00000297981	ENST00000645145.1	ENST00000645145
PGOHUM00000294013	ENST00000583997.1	ENST00000583997
PGOHUM00000302681	ENST00000431719.1	ENST00000431719
PGOHUM00000293653	ENST00000570531.1	ENST00000570531
PGOHUM00000305312	ENST00000416086.1	ENST00000416086
PGOHUM00000305724	ENST00000451071.5	ENST00000451071
PGOHUM00000290512	ENST00000525668.1	ENST00000525668
PGOHUM00000299522	ENST00000489989.1	ENST00000489989
PGOHUM00000300469	ENST00000509500.1	ENST00000509500
PGOHUM00000292580	ENST00000557776.1	ENST00000557776
PGOHUM00000298798	ENST00000428657.1	ENST00000428657
PGOHUM00000290077	ENST00000618530.1	ENST00000618530
PGOHUM00000289985	ENST00000445539.1	ENST00000445539
PGOHUM00000290338	ENST00000612597.1	ENST00000612597
PGOHUM00000304120	ENST00000414056.1	ENST00000414056
PGOHUM00000299621	ENST00000481075.1	ENST00000481075
PGOHUM00000298625	ENST00000443436.1	ENST00000443436
PGOHUM00000300002	ENST00000459634.1	ENST00000459634
PGOHUM00000297012	ENST00000433469.2	ENST00000433469
PGOHUM00000298529	ENST00000523346.1	ENST00000523346
PGOHUM00000291697	ENST00000549280.1	ENST00000549280
PGOHUM00000300530	ENST00000506658.1	ENST00000506658
PGOHUM00000291861	ENST00000444553.5	ENST00000444553
PGOHUM00000292242	ENST00000392864.2	ENST00000392864
PGOHUM00000298878	ENST00000429856.1	ENST00000429856
PGOHUM00000307783	ENST00000582808.1	ENST00000582808
PGOHUM00000292469	ENST00000603832.1	ENST00000603832
PGOHUM00000303593	ENST00000519383.2	ENST00000519383
PGOHUM00000294801	ENST00000590415.1	ENST00000590415
PGOHUM00000305240	ENST00000618696.1	ENST00000618696
PGOHUM00000300021	ENST00000502554.2	ENST00000502554
PGOHUM00000306010	ENST00000510957.1	ENST00000510957
PGOHUM00000301531	ENST00000440334.2	ENST00000440334
PGOHUM00000292644	ENST00000553881.1	ENST00000553881
PGOHUM00000299760	ENST00000508566.2	ENST00000508566
PGOHUM00000300926	ENST00000506277.1	ENST00000506277
PGOHUM00000296646	ENST00000450455.1	ENST00000450455
PGOHUM00000301594	ENST00000403651.2	ENST00000403651
PGOHUM00000295021	ENST00000434624.1	ENST00000434624
PGOHUM00000302564	ENST00000445144.1	ENST00000445144
PGOHUM00000290734	ENST00000527351.1	ENST00000527351
PGOHUM00000298135	ENST00000427725.1	ENST00000427725
PGOHUM00000310977	ENST00000423476.1	ENST00000423476
PGOHUM00000302513	ENST00000614820.1	ENST00000614820
PGOHUM00000301436	ENST00000406574.1	ENST00000406574
PGOHUM00000291973	ENST00000605514.1	ENST00000605514
PGOHUM00000303772	ENST00000424561.1	ENST00000424561
PGOHUM00000293097	ENST00000616193.1	ENST00000616193
PGOHUM00000296790	ENST00000411586.1	ENST00000411586
PGOHUM00000299530	ENST00000610665.1	ENST00000610665
PGOHUM00000301103	ENST00000513196.1	ENST00000513196
PGOHUM00000291737	ENST00000553021.1	ENST00000553021
PGOHUM00000293243	ENST00000567221.2	ENST00000567221
PGOHUM00000305328	ENST00000412013.1	ENST00000412013
PGOHUM00000304785	ENST00000456962.2	ENST00000456962
PGOHUM00000304003	ENST00000618889.1	ENST00000618889
PGOHUM00000294572	ENST00000509132.1	ENST00000509132
PGOHUM00000302536	ENST00000604949.1	ENST00000604949
PGOHUM00000297219	ENST00000613317.1	ENST00000613317
PGOHUM00000297518	ENST00000397595.2	ENST00000397595
PGOHUM00000311364	ENST00000421221.1	ENST00000421221
PGOHUM00000301204	ENST00000604356.1	ENST00000604356
PGOHUM00000302741	ENST00000414815.1	ENST00000414815
PGOHUM00000303798	ENST00000424993.1	ENST00000424993
PGOHUM00000292108	ENST00000431134.2	ENST00000431134
PGOHUM00000304755	ENST00000428832.2	ENST00000428832
PGOHUM00000303521	ENST00000519951.2	ENST00000519951
PGOHUM00000305121	ENST00000449099.1	ENST00000449099
PGOHUM00000299105	ENST00000467831.1	ENST00000467831
PGOHUM00000301236	ENST00000404787.2	ENST00000404787
PGOHUM00000302897	ENST00000449817.1	ENST00000449817
PGOHUM00000293017	ENST00000565567.1	ENST00000565567
PGOHUM00000310742	ENST00000514498.1	ENST00000514498
PGOHUM00000299003	ENST00000435924.1	ENST00000435924
PGOHUM00000297010	ENST00000449155.1	ENST00000449155
PGOHUM00000311482	ENST00000216407.4	ENST00000216407
PGOHUM00000293129	ENST00000622242.4	ENST00000622242
PGOHUM00000299058	ENST00000495472.1	ENST00000495472
PGOHUM00000302476	ENST00000603254.1	ENST00000603254
PGOHUM00000291370	ENST00000550567.1	ENST00000550567
PGOHUM00000295903	ENST00000437336.1	ENST00000437336
PGOHUM00000303763	ENST00000419995.2	ENST00000419995
PGOHUM00000290626	ENST00000528913.1	ENST00000528913
PGOHUM00000307989	ENST00000572906.2	ENST00000572906
PGOHUM00000308548	ENST00000505516.2	ENST00000505516
PGOHUM00000304819	ENST00000603762.1	ENST00000603762
PGOHUM00000295634	ENST00000445825.1	ENST00000445825
PGOHUM00000298796	ENST00000446218.1	ENST00000446218
PGOHUM00000300974	ENST00000478174.1	ENST00000478174
PGOHUM00000292354	ENST00000556998.1	ENST00000556998
PGOHUM00000311905	ENST00000429083.1	ENST00000429083
PGOHUM00000301125	ENST00000506002.1	ENST00000506002
PGOHUM00000296346	ENST00000444290.1	ENST00000444290
PGOHUM00000305574	ENST00000420675.1	ENST00000420675
PGOHUM00000294068	ENST00000540082.1	ENST00000540082
PGOHUM00000296205	ENST00000435277.1	ENST00000435277
PGOHUM00000295768	ENST00000425806.2	ENST00000425806
PGOHUM00000308601	ENST00000529722.1	ENST00000529722
PGOHUM00000304611	ENST00000448722.1	ENST00000448722
PGOHUM00000303604	ENST00000495779.1	ENST00000495779
PGOHUM00000301900	ENST00000604667.1	ENST00000604667
PGOHUM00000298111	ENST00000605408.1	ENST00000605408
PGOHUM00000296219	ENST00000448180.1	ENST00000448180
PGOHUM00000302671	ENST00000447087.2	ENST00000447087
PGOHUM00000308505	ENST00000510266.1	ENST00000510266
PGOHUM00000300452	ENST00000504766.1	ENST00000504766
PGOHUM00000290675	ENST00000528255.1	ENST00000528255
PGOHUM00000291303	ENST00000418873.3	ENST00000418873
PGOHUM00000297080	ENST00000376401.4	ENST00000376401
PGOHUM00000294339	ENST00000562547.3	ENST00000562547
PGOHUM00000294309	ENST00000449666.3	ENST00000449666
PGOHUM00000293880	ENST00000562099.1	ENST00000562099
PGOHUM00000298407	ENST00000435671.1	ENST00000435671
PGOHUM00000301346	ENST00000605269.1	ENST00000605269
PGOHUM00000301569	ENST00000414680.1	ENST00000414680
PGOHUM00000303500	ENST00000521584.1	ENST00000521584
PGOHUM00000293348	ENST00000558732.2	ENST00000558732
PGOHUM00000301029	ENST00000510759.1	ENST00000510759
PGOHUM00000302251	ENST00000396562.2	ENST00000396562
PGOHUM00000294807	ENST00000592477.1	ENST00000592477
PGOHUM00000302250	ENST00000455196.1	ENST00000455196
PGOHUM00000301882	ENST00000405796.1	ENST00000405796
PGOHUM00000296177	ENST00000414273.1	ENST00000414273
PGOHUM00000296793	ENST00000447187.1	ENST00000447187
PGOHUM00000293355	ENST00000505201.1	ENST00000505201
PGOHUM00000299626	ENST00000476029.1	ENST00000476029
PGOHUM00000311873	ENST00000450305.2	ENST00000450305
PGOHUM00000300689	ENST00000603788.1	ENST00000603788
PGOHUM00000290108	ENST00000634512.1	ENST00000634512
PGOHUM00000301321	ENST00000430239.1	ENST00000430239
PGOHUM00000290759	ENST00000526184.1	ENST00000526184
PGOHUM00000293074	ENST00000412799.3	ENST00000412799
PGOHUM00000308219	ENST00000518224.1	ENST00000518224
PGOHUM00000296074	ENST00000622497.1	ENST00000622497
PGOHUM00000290641	ENST00000525033.1	ENST00000525033
PGOHUM00000297897	ENST00000434630.1	ENST00000434630
PGOHUM00000294310	ENST00000417560.3	ENST00000417560
PGOHUM00000299770	ENST00000512602.1	ENST00000512602
PGOHUM00000294073	ENST00000603850.1	ENST00000603850
PGOHUM00000298667	ENST00000415971.1	ENST00000415971
PGOHUM00000302394	ENST00000413552.1	ENST00000413552
PGOHUM00000293069	ENST00000564874.1	ENST00000564874
PGOHUM00000295409	ENST00000595243.1	ENST00000595243
PGOHUM00000290682	ENST00000638172.1	ENST00000638172
PGOHUM00000291569	ENST00000325349.6	ENST00000325349
PGOHUM00000307810	ENST00000522922.1	ENST00000522922
PGOHUM00000305050	ENST00000417503.1	ENST00000417503
PGOHUM00000296776	ENST00000457142.1	ENST00000457142
PGOHUM00000290403	ENST00000515189.2	ENST00000515189
PGOHUM00000293073	ENST00000605689.1	ENST00000605689
PGOHUM00000291556	ENST00000604544.1	ENST00000604544
PGOHUM00000298776	ENST00000435568.1	ENST00000435568
PGOHUM00000304370	ENST00000375867.4	ENST00000375867
PGOHUM00000292980	ENST00000562660.1	ENST00000562660
PGOHUM00000294231	ENST00000581815.1	ENST00000581815
PGOHUM00000299955	ENST00000513113.2	ENST00000513113
PGOHUM00000297417	ENST00000440999.1	ENST00000440999
PGOHUM00000293377	ENST00000558361.1	ENST00000558361
PGOHUM00000295677	ENST00000426454.2	ENST00000426454
PGOHUM00000294561	ENST00000622049.1	ENST00000622049
PGOHUM00000311981	ENST00000515341.6	ENST00000515341
PGOHUM00000295931	ENST00000436212.1	ENST00000436212
PGOHUM00000297633	ENST00000446618.1	ENST00000446618
PGOHUM00000294717	ENST00000582279.1	ENST00000582279
PGOHUM00000303589	ENST00000460498.2	ENST00000460498
PGOHUM00000308530	ENST00000513004.1	ENST00000513004
PGOHUM00000311531	ENST00000617487.1	ENST00000617487
PGOHUM00000296536	ENST00000525886.2	ENST00000525886
PGOHUM00000299971	ENST00000502609.2	ENST00000502609
PGOHUM00000304015	ENST00000453537.2	ENST00000453537
PGOHUM00000305533	ENST00000604924.1	ENST00000604924
PGOHUM00000290099	ENST00000420453.1	ENST00000420453
PGOHUM00000291939	ENST00000416129.2	ENST00000416129
PGOHUM00000299492	ENST00000611053.1	ENST00000611053
PGOHUM00000299874	ENST00000509604.2	ENST00000509604
PGOHUM00000301727	ENST00000430565.1	ENST00000430565
PGOHUM00000301280	ENST00000405625.2	ENST00000405625
PGOHUM00000305127	ENST00000396021.2	ENST00000396021
PGOHUM00000311375	ENST00000436677.2	ENST00000436677
PGOHUM00000305852	ENST00000615195.1	ENST00000615195
PGOHUM00000296908	ENST00000378574.2	ENST00000378574
PGOHUM00000296827	ENST00000450208.1	ENST00000450208
PGOHUM00000296259	ENST00000438350.2	ENST00000438350
PGOHUM00000300015	ENST00000502875.1	ENST00000502875
PGOHUM00000301502	ENST00000405722.1	ENST00000405722
PGOHUM00000303653	ENST00000506846.3	ENST00000506846
PGOHUM00000296251	ENST00000440710.1	ENST00000440710
PGOHUM00000296587	ENST00000314835.5	ENST00000314835
PGOHUM00000291601	ENST00000605507.1	ENST00000605507
PGOHUM00000290830	ENST00000526649.1	ENST00000526649
PGOHUM00000298881	ENST00000456160.1	ENST00000456160
PGOHUM00000305618	ENST00000431631.1	ENST00000431631
PGOHUM00000296468	ENST00000455804.1	ENST00000455804
PGOHUM00000293161	ENST00000436882.1	ENST00000436882
PGOHUM00000300686	ENST00000504077.2	ENST00000504077
PGOHUM00000308529	ENST00000621479.1	ENST00000621479
PGOHUM00000301461	ENST00000407725.2	ENST00000407725
PGOHUM00000291889	ENST00000450676.1	ENST00000450676
PGOHUM00000299921	ENST00000340589.4	ENST00000340589
PGOHUM00000304376	ENST00000448529.1	ENST00000448529
PGOHUM00000310746	ENST00000344638.4	ENST00000344638
PGOHUM00000296738	ENST00000448403.2	ENST00000448403
PGOHUM00000292479	ENST00000523391.1	ENST00000523391
PGOHUM00000292322	ENST00000541658.2	ENST00000541658
PGOHUM00000293785	ENST00000563678.1	ENST00000563678
PGOHUM00000302566	ENST00000425758.1	ENST00000425758
PGOHUM00000297901	ENST00000444697.1	ENST00000444697
PGOHUM00000291249	ENST00000482174.2	ENST00000482174
PGOHUM00000291515	ENST00000541242.1	ENST00000541242
PGOHUM00000300837	ENST00000510464.1	ENST00000510464
PGOHUM00000303446	ENST00000522241.2	ENST00000522241
PGOHUM00000311965	ENST00000433725.1	ENST00000433725
PGOHUM00000303601	ENST00000520293.2	ENST00000520293
PGOHUM00000290775	ENST00000445859.1	ENST00000445859
