id	chr	start	end	strand	parent	fraction	identity	e-value	class	families
PGOHUM00000248489	13	102915394	102915555	-	ENSP00000355315	1.0	0.815	1.0E-17	Processed	PF00832;
PGOHUM00000248491	13	107516167	107516634	-	ENSP00000419425	0.99	0.787	0.0	Processed	PF00160;
PGOHUM00000248492	13	111415021	111415494	-	ENSP00000381903	1.0	0.724	4.06377E-44	Processed	PF01157;
PGOHUM00000248497	13	19066046	19066446	+	ENSP00000404429	0.95	0.64	3.0E-13	Processed	PF06553;
PGOHUM00000248499	13	19239377	19241365	+	ENSP00000269856	1.0	0.912	0.0	Processed	PF00023;
PGOHUM00000248500	13	19254635	19255843	+	ENSP00000388913	1.0	0.921	0.0	Processed	PF00249;PF08558;
PGOHUM00000248507	13	19700617	19705780	+	ENSP00000362017	0.51	0.66	3.0E-21	Duplicated	PF07778;
PGOHUM00000248509	13	19925459	19982102	+	ENSP00000371419	0.91	0.87	0.0	Duplicated	PF00092;PF00533;PF00644;PF08487;
PGOHUM00000248513	13	21535451	21536334	+	ENSP00000346067	1.0	0.983	0.0	Processed	PF00318;
PGOHUM00000248516	13	21834475	21835719	+	ENSP00000385971	1.0	0.903	0.0	Processed	PF00104;PF00105;
PGOHUM00000248520	13	21893295	21895005	+	ENSP00000347655	1.0	0.889	0.0	Processed	PF00069;PF00615;
PGOHUM00000248521	13	21932515	21933450	+	ENSP00000229239	0.99	0.631	0.0	Processed	PF00044;PF02800;
PGOHUM00000248522	13	22104829	22105462	+	ENSP00000343931	0.99	0.571	0.0	Processed	PF01239;
PGOHUM00000248525	13	23424240	23424703	+	ENSP00000309229	1.0	0.917	0.0	Processed	PF00355;
PGOHUM00000248528	13	23708417	23709402	+	ENSP00000378452	1.0	0.81	1.0E-34	Duplicated	PF02178;
PGOHUM00000248529	13	23819046	23821320	+	ENSP00000287652	0.99	0.527	0.0	Processed	PF01026;
PGOHUM00000248530	13	23841375	23843280	+	ENSP00000379061	0.99	0.55	2.0E-27	Duplicated	PF05285;PF08158;
PGOHUM00000248534	13	24974856	24975164	+	ENSP00000382267	0.98	0.777	3.0E-39	Processed	PF00034;
PGOHUM00000248541	13	25319271	25320374	+	ENSP00000305244	0.77	0.589	1.99993E-41	Processed	PF00046;
PGOHUM00000248543	13	25517713	25518635	+	ENSP00000393288	0.39	0.94	3.0E-17	Duplicated	PF00153;
PGOHUM00000248545	13	25780205	25780619	+	ENSP00000347969	0.9	0.775	3.0E-38	Processed	PF00276;PF03939;
PGOHUM00000248546	13	26808357	26811269	+	ENSP00000260045	1.0	0.72	0.0	Duplicated	PF05485;PF05699;
PGOHUM00000248547	13	27151023	27151812	+	ENSP00000346050	1.0	0.891	0.0	Processed	PF01015;
PGOHUM00000248553	13	28681568	28682011	+	ENSP00000378812	1.0	0.848	6.0E-27	Processed	PF06747;
PGOHUM00000248554	13	28788659	28790028	+	ENSP00000217182	0.99	0.753	0.0	Processed	PF00009;PF03143;PF03144;
PGOHUM00000248555	13	29172975	29174186	+	ENSP00000293831	1.0	0.889	0.0	Processed	PF00270;PF00271;
PGOHUM00000248556	13	29880915	29881919	+	ENSP00000229239	1.0	0.845	0.0	Processed	PF00044;PF02800;
PGOHUM00000248557	13	30870284	30870869	+	ENSP00000301522	1.0	0.843	0.0	Processed	PF00578;PF08534;
PGOHUM00000248559	13	31218618	31218840	+	ENSP00000272348	0.99	0.693	1.0E-12	Processed	PF01423;
PGOHUM00000248561	13	32526717	32527498	+	ENSP00000403639	1.0	0.806	0.0	Processed	PF00736;
PGOHUM00000248562	13	32958797	32960244	+	ENSP00000360869	1.0	0.744	0.0	Processed	PF00515;PF07719;
PGOHUM00000248566	13	35825200	35825970	+	ENSP00000300408	0.96	0.64	8.99634E-43	Processed	PF01145;
PGOHUM00000248570	13	39476429	39476938	+	ENSP00000243501	0.93	0.676	4.0E-18	Processed	PF06951;
PGOHUM00000248571	13	41192875	41195484	+	ENSP00000342121	1.0	0.8	0.0	Duplicated	PF00097;
PGOHUM00000249954	13	42016872	42017775	+	ENSP00000248058	0.96	0.621	0.0	Processed	PF00001;
PGOHUM00000248573	13	42499734	42501484	+	ENSP00000303043	1.0	0.807	0.0	Processed	PF00152;PF01336;
PGOHUM00000248574	13	42577568	42577772	+	ENSP00000397872	0.99	0.721	1.0E-11	Processed	PF01200;
PGOHUM00000248576	13	43507994	43509022	+	ENSP00000337475	1.0	0.694	0.0	Processed	PF01529;
PGOHUM00000248580	13	45168994	45170219	+	ENSP00000323967	1.0	0.895	0.0	Processed	PF00505;
PGOHUM00000248583	13	46010307	46010785	+	ENSP00000419425	0.97	0.825	0.0	Processed	PF00160;
PGOHUM00000248584	13	46246164	46246527	+	ENSP00000253452	0.73	0.637	1.0E-21	Processed	PF02936;
PGOHUM00000248587	13	47881219	47881429	+	ENSP00000359675	0.99	0.743	4.0E-16	Processed	PF00631;
PGOHUM00000248588	13	48337694	48338707	+	ENSP00000369915	0.92	0.614	0.0	Processed	PF00956;
PGOHUM00000248589	13	49345264	49345962	+	ENSP00000216802	1.0	0.887	0.0	Processed	PF02251;PF02252;
PGOHUM00000248590	13	49807010	49808535	+	ENSP00000260045	0.58	0.52	1.0E-31	Duplicated	PF05485;PF05699;
PGOHUM00000248592	13	50673470	50674008	+	ENSP00000084795	0.99	0.715	0.0	Processed	PF00828;
PGOHUM00000248593	13	50746225	50747319	+	ENSP00000216218	1.0	0.954	0.0	Processed	PF00515;PF07719;
PGOHUM00000248595	13	52034664	52035446	+	ENSP00000362744	1.0	0.897	0.0	Processed	PF00467;PF00900;PF01479;PF08071;
PGOHUM00000248596	13	52172576	52173596	+	ENSP00000358737	0.98	0.62	2.0E-15	Duplicated	PF05405;
PGOHUM00000248600	13	53394632	53395150	+	ENSP00000419425	0.99	0.828	0.0	Processed	PF00160;
PGOHUM00000248601	13	53774218	53776435	+	ENSP00000341350	0.76	0.678	0.0	Processed	PF00028;PF08266;
PGOHUM00000248607	13	57888875	57890045	+	ENSP00000360671	1.0	0.77	0.0	Duplicated	PF00153;
PGOHUM00000248611	13	59836979	59837527	+	ENSP00000369393	0.9	0.52	2.0E-12	Processed	PF08584;
PGOHUM00000248612	13	60848913	60849731	+	ENSP00000313129	0.94	0.87	0.0	Processed	PF00076;
PGOHUM00000248615	13	62379414	62379820	+	ENSP00000399607	0.96	0.636	4.0E-24	Processed	PF00071;
PGOHUM00000248616	13	62902120	62902526	+	ENSP00000380156	1.0	0.686	2.0E-28	Processed	PF01655;
PGOHUM00000248619	13	66843170	66844574	+	ENSP00000322453	1.0	0.47	0.0	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000248621	13	68476361	68477353	+	ENSP00000387523	0.97	0.746	0.0	Processed	PF00001;
PGOHUM00000248622	13	68485157	68486056	+	ENSP00000248058	0.96	0.61	0.0	Processed	PF00001;
PGOHUM00000248623	13	69228704	69229180	+	ENSP00000354739	0.98	0.636	1.0E-35	Processed	PF00298;PF03946;
PGOHUM00000248624	13	69559190	69560139	+	ENSP00000313583	0.99	0.927	0.0	Processed	PF01529;
PGOHUM00000248626	13	71870357	71871364	+	ENSP00000259460	0.98	0.469	4.0E-17	Processed	PF01344;PF07646;
PGOHUM00000248627	13	72249199	72249603	+	ENSP00000254810	0.99	0.956	0.0	Processed	PF00125;
PGOHUM00000248628	13	72278313	72278784	+	ENSP00000346027	1.0	0.762	0.0	Processed	PF01157;
PGOHUM00000248629	13	72420116	72420446	+	ENSP00000393393	0.99	0.759	5.0E-20	Processed	PF01247;
PGOHUM00000248630	13	73277831	73278276	+	ENSP00000346027	1.0	0.819	1.0E-25	Processed	PF01157;
PGOHUM00000248631	13	73610539	73610983	+	ENSP00000354906	0.99	0.899	0.0	Processed	PF00023;
PGOHUM00000248633	13	75402711	75404219	+	ENSP00000341874	0.99	0.698	0.0	Processed	PF01163;
PGOHUM00000248634	13	75710315	75711074	+	ENSP00000244763	0.97	0.542	2.0E-19	Processed	PF03896;
PGOHUM00000248635	13	77502596	77502967	+	ENSP00000338516	0.78	0.835	5.0E-35	Processed	PF01849;
PGOHUM00000248636	13	77559003	77562783	+	ENSP00000356520	1.0	0.894	0.0	Processed	PF00035;PF00270;PF00271;PF04408;PF07717;
PGOHUM00000248639	13	78996958	78997309	+	ENSP00000264258	0.95	0.689	1.0E-19	Processed	PF01198;
PGOHUM00000248640	13	79062317	79062647	+	ENSP00000284811	1.0	0.696	3.0E-23	Processed	PF03931;
PGOHUM00000248641	13	79335320	79335785	+	ENSP00000346027	0.97	0.846	0.0	Processed	PF01157;
PGOHUM00000248642	13	79423315	79425337	+	ENSP00000340019	0.99	0.78	0.0	Duplicated	PF00118;
PGOHUM00000248645	13	79740362	79741024	+	ENSP00000358554	0.99	0.761	0.0	Processed	PF05700;
PGOHUM00000248646	13	81228909	81231140	+	ENSP00000305151	1.0	0.656	0.0	Processed	PF00855;
PGOHUM00000248647	13	81462507	81462901	+	ENSP00000412701	0.89	0.704	6.0E-34	Processed	PF00025;PF00071;PF08477;
PGOHUM00000248648	13	81847005	81847302	+	ENSP00000398064	0.93	0.76	6.0E-31	Processed	PF04588;
PGOHUM00000248649	13	83397265	83398275	+	ENSP00000296048	1.0	0.795	0.0	Processed	PF01501;
PGOHUM00000248651	13	84594537	84594895	+	ENSP00000337262	0.85	0.612	3.0E-24	Processed	PF00179;
PGOHUM00000248652	13	85094365	85095654	+	ENSP00000354961	0.92	0.56	0.0	Processed	PF00361;PF01059;
PGOHUM00000248653	13	85095941	85098041	+	ENSP00000354813	0.95	0.62	0.0	Duplicated	PF00361;PF00662;PF06455;
PGOHUM00000248655	13	86927755	86929521	+	ENSP00000264018	1.0	0.88	0.0	Duplicated	PF00270;PF00271;
PGOHUM00000248660	13	90644085	90645146	+	ENSP00000225873	1.0	0.852	0.0	Processed	PF04757;
PGOHUM00000248665	13	96344792	96346226	+	ENSP00000354813	0.61	0.68	8.0E-35	Duplicated	PF00361;PF00662;PF06455;
PGOHUM00000248666	13	96346835	96347956	+	ENSP00000354554	0.98	0.703	0.0	Processed	PF00032;PF00033;
PGOHUM00000248667	13	97225896	97226757	+	ENSP00000272647	0.98	0.739	0.0	Processed	PF01871;
PGOHUM00000248668	13	98128004	98128708	+	ENSP00000261479	0.98	0.792	0.0	Processed	PF00227;
PGOHUM00000248669	13	98554076	98554504	+	ENSP00000361071	0.97	0.667	2.0E-21	Processed	PF01248;
PGOHUM00000248672	13	99825851	99826743	+	ENSP00000369757	0.98	0.64	3.0E-11	Duplicated	PF01092;
PGOHUM00000249960	13	100024427	100024853	+	ENSP00000369904	0.97	0.471	1.0E-14	Processed	PF00505;
PGOHUM00000248674	13	100234962	100235437	+	ENSP00000309629	1.0	0.681	7.0E-23	Processed	PF00241;
PGOHUM00000248675	13	101121475	101122450	+	ENSP00000346063	0.98	0.74	4.0E-30	Duplicated	PF00327;
PGOHUM00000248676	13	102454228	102454801	+	ENSP00000359393	1.0	0.685	0.0	Processed	PF00505;
PGOHUM00000248677	13	102654480	102655646	+	ENSP00000342071	0.98	0.67	0.0	Duplicated	PF03099;
PGOHUM00000248681	13	107078121	107078473	+	ENSP00000259469	0.96	0.822	1.0E-28	Processed	PF00831;
PGOHUM00000248682	13	107315785	107316192	+	ENSP00000348205	1.0	0.838	3.99931E-42	Processed	PF00137;
PGOHUM00000248684	13	111589106	111592135	+	ENSP00000355759	1.0	0.885	0.0	Processed	PF00533;PF00644;PF00645;PF02877;PF05406;PF08063;
PGOHUM00000248686	13	113784736	113786354	+	ENSP00000303043	0.99	0.577	0.0	Processed	PF00152;PF01336;
PGOHUM00000248687	13	113930989	113932046	+	ENSP00000229319	0.94	0.63	3.0E-28	Duplicated	PF00056;PF02866;
PGOHUM00000248688	13	115072123	115072524	+	ENSP00000375905	0.97	0.519	1.0E-22	Processed	PF00337;
PGOHUM00000233662	Y	2751179	2751693	-	ENSP00000311166	0.85	0.82	0.0	Processed	PF00447;
PGOHUM00000233663	Y	2797411	2798404	-	ENSP00000261182	0.9	0.659	1.0E-29	Processed	PF00956;
PGOHUM00000233668	Y	3719265	3720910	-	ENSP00000420174	1.0	0.665	6.0E-40	Processed	PF00429;
PGOHUM00000233669	Y	3734350	3734756	-	ENSP00000326473	0.97	0.757	4.99983E-42	Processed	PF00179;
PGOHUM00000233670	Y	4669729	4670889	-	ENSP00000360033	1.0	0.685	7.0E-25	Processed	PF04774;
PGOHUM00000233671	Y	5075259	5076113	-	ENSP00000361686	0.97	0.677	0.0	Processed	PF01459;
PGOHUM00000233672	Y	5205789	5207005	-	ENSP00000293831	1.0	0.938	0.0	Processed	PF00270;PF00271;
PGOHUM00000233674	Y	5661344	5661778	-	ENSP00000293842	1.0	0.855	0.0	Processed	PF00467;
PGOHUM00000233682	Y	7555745	7557589	-	ENSP00000403304	0.98	0.71	2.0E-35	Duplicated	PF00956;
PGOHUM00000233684	Y	7713524	7714504	-	ENSP00000343765	0.48	0.59	2.0E-23	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233685	Y	7721751	7722884	-	ENSP00000396126	0.79	0.513	0.0	Processed	PF00096;
PGOHUM00000233686	Y	7773577	7775358	-	ENSP00000343765	0.53	0.63	8.0E-38	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233688	Y	7858984	7859889	-	ENSP00000400852	0.71	0.674	0.0	Processed	PF00096;PF01352;
PGOHUM00000233689	Y	7937035	7938159	-	ENSP00000400852	0.82	0.74	0.0	Duplicated	PF00096;PF01352;
PGOHUM00000233693	Y	8281087	8282095	-	ENSP00000343765	0.55	0.56	1.0E-26	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233694	Y	8286892	8287964	-	ENSP00000400852	0.82	0.688	0.0	Processed	PF00096;PF01352;
PGOHUM00000233699	Y	9003697	9005311	-	ENSP00000354799	1.0	0.651	0.0	Processed	PF00378;PF00385;
PGOHUM00000233700	Y	9027490	9039213	-	ENSP00000342812	0.23	0.5	4.0E-22	Duplicated	PF00443;
PGOHUM00000233705	Y	9159785	9160478	-	ENSP00000351823	0.91	0.95	2.0E-12	Duplicated	PF00076;
PGOHUM00000233719	Y	9743913	9745748	-	ENSP00000403304	0.98	0.82	0.0	Duplicated	PF00956;
PGOHUM00000233723	Y	9904908	9906760	-	ENSP00000403304	0.98	0.71	5.0E-39	Duplicated	PF00956;
PGOHUM00000233724	Y	10009202	10010262	-	ENSP00000407478	0.85	0.5	5.0E-14	Duplicated	PF00046;
PGOHUM00000233725	Y	10027998	10029907	-	ENSP00000066544	0.77	0.882	0.0	Processed	PF00515;PF07719;
PGOHUM00000233735	Y	13288129	13288740	-	ENSP00000354982	0.79	0.772	0.0	Processed	PF00510;
PGOHUM00000233737	Y	13313328	13314688	-	ENSP00000407596	0.99	0.76	0.0	Duplicated	PF03148;
PGOHUM00000233738	Y	13323701	13325007	-	ENSP00000365830	0.89	0.574	5.0E-23	Processed	PF00023;
PGOHUM00000233739	Y	13496258	13541367	-	ENSP00000296422	0.87	0.87	2.0E-30	Duplicated	PF00999;
PGOHUM00000249966	Y	13629437	13629736	-	ENSP00000406382	0.85	0.87	5.04467E-44	Processed	PF00047;PF07654;PF07686;
PGOHUM00000233744	Y	14043242	14044475	-	ENSP00000253004	1.0	0.804	0.0	Processed	PF00764;
PGOHUM00000233745	Y	14373028	14378737	-	ENSP00000352319	0.99	0.83	1.0E-23	Duplicated	PF00884;
PGOHUM00000233747	Y	14913909	14915778	-	ENSP00000330512	0.93	0.59	0.0	Duplicated	PF00378;PF00385;
PGOHUM00000233749	Y	15273359	15274128	-	ENSP00000395174	0.89	0.691	0.0	Processed	PF02845;
PGOHUM00000233754	Y	19576762	19577090	-	ENSP00000284811	1.0	0.561	5.0E-17	Processed	PF03931;
PGOHUM00000233755	Y	19628725	19629765	-	ENSP00000217133	0.77	0.68	0.0	Processed	PF00091;PF03953;
PGOHUM00000233756	Y	19630259	19630556	-	ENSP00000311042	0.61	0.84	2.0E-22	Duplicated	PF00091;
PGOHUM00000233760	Y	19868884	19870005	-	ENSP00000331514	1.0	0.848	0.0	Processed	PF00022;
PGOHUM00000233763	Y	19910358	19912576	-	ENSP00000393394	1.0	0.75	1.0E-16	Duplicated	PF04628;
PGOHUM00000233765	Y	19993970	19995178	-	ENSP00000354799	0.74	0.667	0.0	Processed	PF00378;PF00385;
PGOHUM00000233770	Y	20344724	20346300	-	ENSP00000354799	1.0	0.605	0.0	Processed	PF00378;PF00385;
PGOHUM00000233771	Y	20438900	20439357	-	ENSP00000370197	0.91	0.838	0.0	Processed	PF01202;
PGOHUM00000233774	Y	20652800	20656181	-	ENSP00000342812	0.08	0.65	1.0E-13	Duplicated	PF00443;
PGOHUM00000233775	Y	20694212	20694542	-	ENSP00000284811	1.0	0.688	7.0E-19	Processed	PF03931;
PGOHUM00000233783	Y	21415852	21422761	-	ENSP00000420174	0.53	0.57	8.0E-18	Duplicated	PF00429;
PGOHUM00000233784	Y	21618477	21646770	-	ENSP00000367705	0.97	0.66	0.0	Duplicated	PF00023;
PGOHUM00000233790	Y	22970665	22973695	-	ENSP00000303599	1.0	0.66	0.0	Duplicated	PF00447;
PGOHUM00000233795	Y	23562806	23563471	-	ENSP00000351823	0.89	0.94	9.0E-13	Duplicated	PF00076;
PGOHUM00000233801	Y	23799367	23800909	-	ENSP00000330512	0.89	0.572	0.0	Processed	PF00378;PF00385;
PGOHUM00000233802	Y	23839132	23841109	-	ENSP00000342812	0.05	0.68	6.0E-12	Duplicated	PF00443;
PGOHUM00000233813	Y	24663389	24663720	-	ENSP00000284811	1.0	0.598	6.0E-15	Processed	PF03931;
PGOHUM00000233814	Y	24666828	24668096	-	ENSP00000302968	0.8	0.542	0.0	Processed	PF00378;PF00385;
PGOHUM00000233820	Y	25007127	25007991	-	ENSP00000343765	0.46	0.5	8.0E-17	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233821	Y	25012808	25013899	-	ENSP00000400852	0.82	0.68	0.0	Processed	PF00096;PF01352;
PGOHUM00000233830	Y	25909509	25911711	-	ENSP00000369952	0.73	0.8	2.0E-14	Duplicated	PF04628;
PGOHUM00000233831	Y	25954968	25955293	-	ENSP00000284811	0.99	0.531	4.0E-13	Processed	PF03931;
PGOHUM00000233832	Y	26001682	26003238	-	ENSP00000354799	0.99	0.759	0.0	Processed	PF00378;PF00385;
PGOHUM00000233835	Y	26114202	26116822	-	ENSP00000393394	1.0	0.77	3.0E-14	Duplicated	PF04628;
PGOHUM00000233837	Y	26196016	26197224	-	ENSP00000302968	0.73	0.669	0.0	Processed	PF00378;PF00385;
PGOHUM00000233840	Y	26331042	26338087	-	ENSP00000312506	0.78	0.6	0.0	Duplicated	PF00054;PF02210;
PGOHUM00000233852	Y	26640875	26641739	-	ENSP00000343765	0.46	0.5	8.0E-17	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233853	Y	26646557	26647648	-	ENSP00000400852	0.82	0.68	0.0	Processed	PF00096;PF01352;
PGOHUM00000233855	Y	27123326	27124464	-	ENSP00000343765	0.56	0.65	1.0E-31	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233856	Y	27131488	27132596	-	ENSP00000400852	0.8	0.75	1.0E-26	Duplicated	PF00096;PF01352;
PGOHUM00000233857	Y	27155850	27156916	-	ENSP00000343765	0.54	0.63	8.0E-30	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000233871	Y	27710272	27712180	-	ENSP00000354799	1.0	0.57	0.0	Duplicated	PF00378;PF00385;
PGOHUM00000233874	Y	27856058	27859704	-	ENSP00000420127	0.99	0.61	3.0E-14	Duplicated	PF00071;PF08477;
PGOHUM00000233875	Y	27876157	27879599	-	ENSP00000342812	0.08	0.63	7.0E-11	Duplicated	PF00443;
PGOHUM00000233878	Y	28064476	28065042	-	ENSP00000420127	1.0	0.675	0.0	Processed	PF00071;PF08477;
PGOHUM00000233880	Y	28137388	28137719	-	ENSP00000284811	1.0	0.598	6.0E-15	Processed	PF03931;
PGOHUM00000233881	Y	28140831	28142098	-	ENSP00000302968	0.8	0.542	0.0	Processed	PF00378;PF00385;
PGOHUM00000233886	Y	28732792	28733711	-	ENSP00000393288	0.39	0.93	6.0E-17	Duplicated	PF00153;
PGOHUM00000233887	Y	28741001	28780802	-	ENSP00000371419	0.63	0.82	0.0	Duplicated	PF00092;PF00533;PF00644;PF08487;
PGOHUM00000233889	Y	2657868	2658369	+	ENSP00000308193	1.0	0.709	0.0	Processed	PF08615;
PGOHUM00000233891	Y	3161849	3162850	+	ENSP00000285518	0.95	0.652	8.99634E-43	Processed	PF01553;
PGOHUM00000233892	Y	3550837	3551906	+	ENSP00000258451	0.97	0.953	0.0	Processed	PF00443;
PGOHUM00000233893	Y	5441186	5442469	+	ENSP00000396184	1.0	0.807	0.0	Processed	PF00038;
PGOHUM00000233895	Y	6134634	6136469	+	ENSP00000403304	0.98	0.84	0.0	Duplicated	PF00956;
PGOHUM00000233903	Y	6769171	6769410	+	ENSP00000389649	0.7	0.84	5.0E-19	Processed	PF05511;
PGOHUM00000233912	Y	8218960	8220061	+	ENSP00000400852	0.8	0.74	1.0E-20	Duplicated	PF00096;PF01352;
PGOHUM00000233913	Y	8232098	8233191	+	ENSP00000354554	0.97	0.608	0.0	Processed	PF00032;PF00033;
PGOHUM00000233920	Y	9068535	9068856	+	ENSP00000284811	0.97	0.679	5.0E-13	Processed	PF03931;
PGOHUM00000233922	Y	9324922	9326600	+	ENSP00000403304	0.89	0.94	0.0	Duplicated	PF00956;
PGOHUM00000233923	Y	9345205	9347072	+	ENSP00000403304	0.98	0.93	0.0	Duplicated	PF00956;
PGOHUM00000233924	Y	9385724	9387553	+	ENSP00000403304	0.98	0.85	2.0E-37	Duplicated	PF00956;
PGOHUM00000233937	Y	13289033	13290091	+	ENSP00000354499	0.7	0.724	0.0	Processed	PF00115;
PGOHUM00000233942	Y	13461697	13470299	+	ENSP00000398263	0.23	0.77	2.0E-33	Duplicated	PF00046;
PGOHUM00000233944	Y	13470621	13471862	+	ENSP00000407478	1.0	0.763	0.0	Processed	PF00046;
PGOHUM00000233945	Y	13477261	13478499	+	ENSP00000407478	1.0	0.775	0.0	Processed	PF00046;
PGOHUM00000233946	Y	13488034	13489272	+	ENSP00000407478	1.0	0.792	0.0	Processed	PF00046;
PGOHUM00000233947	Y	13491863	13493366	+	ENSP00000313007	0.8	0.647	0.0	Processed	PF00076;PF00658;
PGOHUM00000233948	Y	13551549	13552448	+	ENSP00000367007	0.87	0.801	0.0	Processed	PF00022;
PGOHUM00000233951	Y	14077914	14108089	+	ENSP00000217939	1.0	0.9	0.0	Duplicated	PF00047;PF00560;PF07679;PF07686;
PGOHUM00000233953	Y	14442350	14443559	+	ENSP00000259963	1.0	0.713	0.0	Processed	PF06271;
PGOHUM00000233954	Y	14460539	14468221	+	ENSP00000370526	0.36	0.93	0.0	Duplicated	PF00884;
PGOHUM00000233955	Y	14482951	14499122	+	ENSP00000370546	0.98	0.85	0.0	Duplicated	PF00884;
PGOHUM00000233960	Y	15398518	15399255	+	ENSP00000261479	1.0	0.959	0.0	Processed	PF00227;
PGOHUM00000233962	Y	15970382	16020192	+	ENSP00000262648	0.82	0.86	2.0E-32	Duplicated	PF00041;PF00095;
PGOHUM00000233963	Y	16192955	16193341	+	ENSP00000406698	0.43	0.79	9.0E-18	Duplicated	PF01734;
PGOHUM00000233964	Y	16750976	16752238	+	ENSP00000347581	1.0	0.799	0.0	Processed	PF00781;
PGOHUM00000233967	Y	17659096	17678808	+	ENSP00000217961	0.56	0.79	3.0E-22	Duplicated	PF00884;
PGOHUM00000233969	Y	19304471	19305532	+	ENSP00000361092	0.99	0.563	1.0E-16	Processed	PF04935;
PGOHUM00000233971	Y	19740417	19740874	+	ENSP00000370197	0.91	0.838	0.0	Processed	PF01202;
PGOHUM00000233972	Y	19833478	19835054	+	ENSP00000354799	1.0	0.605	0.0	Processed	PF00378;PF00385;
PGOHUM00000233976	Y	20063472	20065377	+	ENSP00000354799	1.0	0.58	0.0	Duplicated	PF00378;PF00385;
PGOHUM00000233978	Y	20134589	20135797	+	ENSP00000354799	0.74	0.667	0.0	Processed	PF00378;PF00385;
PGOHUM00000233980	Y	20267200	20269418	+	ENSP00000393394	1.0	0.75	1.0E-16	Duplicated	PF04628;
PGOHUM00000233983	Y	20309770	20310891	+	ENSP00000331514	1.0	0.848	0.0	Processed	PF00022;
PGOHUM00000233987	Y	20549222	20549519	+	ENSP00000311042	0.61	0.84	2.0E-22	Duplicated	PF00091;
PGOHUM00000233988	Y	20550013	20551053	+	ENSP00000217133	0.77	0.68	0.0	Processed	PF00091;PF03953;
PGOHUM00000233989	Y	20602683	20603011	+	ENSP00000284811	1.0	0.561	5.0E-17	Processed	PF03931;
PGOHUM00000233995	Y	20811557	20812165	+	ENSP00000420127	1.0	0.667	8.99998E-41	Processed	PF00071;PF08477;
PGOHUM00000233997	Y	20949636	20949966	+	ENSP00000284811	1.0	0.688	7.0E-19	Processed	PF03931;
PGOHUM00000233998	Y	20987993	20991374	+	ENSP00000342812	0.08	0.65	1.0E-13	Duplicated	PF00443;
PGOHUM00000234001	Y	21489455	21490456	+	ENSP00000229239	1.0	0.684	0.0	Processed	PF00044;PF02800;
PGOHUM00000234006	Y	22889140	22903295	+	ENSP00000328879	0.66	0.79	3.0E-16	Duplicated	PF00400;PF08513;
PGOHUM00000234012	Y	23631112	23631884	+	ENSP00000414049	0.66	0.76	1.96182E-44	Duplicated	PF00956;
PGOHUM00000234014	Y	23826648	23835382	+	ENSP00000342812	0.2	0.61	2.0E-22	Duplicated	PF00443;
PGOHUM00000234015	Y	23858456	23860074	+	ENSP00000302968	0.95	0.654	0.0	Processed	PF00378;PF00385;
PGOHUM00000234020	Y	24210233	24211859	+	ENSP00000354799	0.95	0.483	0.0	Processed	PF00378;PF00385;
PGOHUM00000234021	Y	24214967	24215298	+	ENSP00000284811	1.0	0.598	6.0E-15	Processed	PF03931;
PGOHUM00000234032	Y	25171741	25172807	+	ENSP00000343765	0.54	0.63	8.0E-30	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000234033	Y	25196058	25197166	+	ENSP00000400852	0.8	0.75	1.0E-26	Duplicated	PF00096;PF01352;
PGOHUM00000234034	Y	25204192	25205330	+	ENSP00000343765	0.56	0.65	1.0E-31	Duplicated	PF00097;PF00622;PF00643;
PGOHUM00000234041	Y	25820272	25821539	+	ENSP00000302968	0.8	0.542	0.0	Processed	PF00378;PF00385;
PGOHUM00000234042	Y	25824651	25824982	+	ENSP00000284811	1.0	0.598	6.0E-15	Processed	PF03931;
PGOHUM00000234044	Y	25897335	25897901	+	ENSP00000420127	1.0	0.675	0.0	Processed	PF00071;PF08477;
PGOHUM00000234047	Y	26082810	26086249	+	ENSP00000342812	0.08	0.63	7.0E-11	Duplicated	PF00443;
PGOHUM00000234048	Y	26102716	26106362	+	ENSP00000420127	0.99	0.61	3.0E-14	Duplicated	PF00071;PF08477;
PGOHUM00000234051	Y	26250254	26252162	+	ENSP00000354799	1.0	0.57	0.0	Duplicated	PF00378;PF00385;
PGOHUM00000234065	Y	26805484	26806550	+	ENSP00000343765	0.54	0.63	8.0E-30	Duplicated	PF00097;PF00622;PF00643;
