#Biotype
#   PSSD  - processed pseudogene
#   DUP    - duplicated pseudogene
#   FRAG  - ambiguous pseudogene
#
#Activity features
#    Tnx - transcription
#    Pol2 - polymerase 2 binding sites
#    AC - active chromatin
#    TF - transcription factor binding sites
#
#Activity test result:
#    0 - no activity feature
#    1 - the activity feature is present
#
#
#Pseudogene_id		Biotype	Parent_gene		Parent_transcript	Activity_features
ENST00000522485.1	IG_V_pseudogene	ENSG00000211653.2	ENST00000390299.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000430450.1	PSSD	ENSG00000127184.6	ENST00000509578.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000436164.1	PSSD	ENSG00000105193.3	ENST00000339471.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422360.1	PSSD	ENSG00000215472.3	ENST00000418495.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456718.1	PSSD	ENSG00000180257.7	ENST00000357666.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000401029.2	PSSD	ENSG00000126247.4	ENST00000246533.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510053.2	PSSD	ENSG00000167721.4	ENST00000301364.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000446263.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000404822.1	PSSD	ENSG00000065518.7	ENST00000485064.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000416154.1	PSSD	ENSG00000103266.3	ENST00000219548.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000474680.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000464109.1	PSSD	ENSG00000112306.7	ENST00000230050.3	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000439968.1	PSSD	ENSG00000154582.11	ENST00000518127.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000521205.1	PSSD	ENSG00000100253.8	ENST00000216075.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512887.1	PSSD	ENSG00000167085.6	ENST00000300408.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000534163.1	PSSD	ENSG00000119335.11	ENST00000372692.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440974.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504528.1	PSSD	ENSG00000141384.6	ENST00000269142.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438345.1	PSSD	ENSG00000184860.4	ENST00000532128.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000407015.1	PSSD	ENSG00000166855.3	ENST00000300107.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509352.1	PSSD	ENSG00000254772.2	ENST00000329251.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418987.1	PSSD	ENSG00000075624.8	ENST00000331789.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000483735.1	PSSD	ENSG00000198918.6	ENST00000422326.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000425769.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000468715.1	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458227.1	PSSD	ENSG00000110700.2	ENST00000525634.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423852.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000414059.1	PSSD	ENSG00000197894.6	ENST00000296412.8	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000510606.1	PSSD	ENSG00000062194.10	ENST00000514387.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000494834.1	PSSD	ENSG00000022267.11	ENST00000543669.1	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000421358.1	DUP	ENSG00000086205.11	ENST00000356696.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418783.1	PSSD	ENSG00000170889.9	ENST00000402367.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426223.1	PSSD	ENSG00000140157.9	ENST00000337451.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434123.1	PSSD	ENSG00000197927.7	ENST00000355171.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000418950.1	PSSD	ENSG00000171863.8	ENST00000304921.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000506452.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000453012.1	DUP	ENSG00000138792.5	ENST00000265162.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415786.1	PSSD	ENSG00000120280.5	ENST00000378962.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000526864.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000520009.1	PSSD	ENSG00000189043.5	ENST00000339600.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000467206.1	PSSD	ENSG00000089009.8	ENST00000424576.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456547.2	DUP	ENSG00000077809.7	ENST00000346152.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418701.1	PSSD	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000435405.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000443167.1	PSSD	ENSG00000141965.3	ENST00000269856.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000505001.2	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000522922.1	IG_V_pseudogene	ENSG00000211668.2	ENST00000390314.2	Tnx_1:Pol2_1:AC_0:TF_0
ENST00000423388.1	DUP	ENSG00000255223.2	ENST00000528616.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000530412.1	DUP	ENSG00000124900.8	ENST00000244891.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412942.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000440922.1	PSSD	ENSG00000125166.6	ENST00000245206.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411559.1	PSSD	ENSG00000244687.3	ENST00000340309.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000505048.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000458183.1	PSSD	ENSG00000146410.7	ENST00000418509.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000430165.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000435787.1	PSSD	ENSG00000180776.11	ENST00000400590.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000476193.1	PSSD	ENSG00000168028.8	ENST00000301821.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510857.1	PSSD	ENSG00000111775.1	ENST00000229379.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000492051.1	PSSD	ENSG00000177954.7	ENST00000368567.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000430381.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000414667.1	PSSD	ENSG00000156508.12	ENST00000456206.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000514243.1	PSSD	ENSG00000163444.7	ENST00000367242.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000471178.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000483963.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000466005.2	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000454445.1	DUP	ENSG00000177990.7	ENST00000324472.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411756.1	DUP	ENSG00000046651.9	ENST00000380567.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412884.1	PSSD	ENSG00000145592.9	ENST00000274242.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441105.1	PSSD	ENSG00000104129.3	ENST00000220496.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000448832.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000368075.4	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415014.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418213.1	DUP	ENSG00000046651.9	ENST00000380567.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000442083.1	PSSD	ENSG00000142541.10	ENST00000391857.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000445125.1	PSSD	.	.	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000435601.1	PSSD	ENSG00000150527.10	ENST00000280083.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439464.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000404404.1	DUP	.	.	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000423234.1	pseudogene	ENSG00000198315.5	ENST00000330236.5	Tnx_1:Pol2_0:AC_1:TF_1
ENST00000433816.1	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000424742.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000488803.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434630.1	PSSD	ENSG00000134419.9	ENST00000322989.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000404253.1	DUP	ENSG00000182793.5	ENST00000284562.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000502880.1	DUP	ENSG00000073921.12	ENST00000526033.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000418412.2	PSSD	ENSG00000128951.6	ENST00000455976.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455482.1	PSSD	ENSG00000116478.7	ENST00000373548.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000533122.1	DUP	ENSG00000189253.7	ENST00000329862.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000473586.1	DUP	ENSG00000221933.2	ENST00000408898.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000368895.2	DUP	ENSG00000119965.8	ENST00000481909.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000527568.1	PSSD	ENSG00000131873.4	ENST00000254190.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000501248.2	PSSD	ENSG00000213246.1	ENST00000225504.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000447582.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428736.1	PSSD	ENSG00000129235.5	ENST00000250101.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419500.1	PSSD	ENSG00000205581.6	ENST00000380749.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000399474.2	PSSD	ENSG00000160752.10	ENST00000447866.1	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000507199.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421443.1	PSSD	ENSG00000161970.7	ENST00000293842.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000531656.1	DUP	ENSG00000183914.8	ENST00000389173.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000482905.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413920.2	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514371.1	DUP	ENSG00000186716.14	ENST00000305877.8	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418798.1	PSSD	ENSG00000145425.5	ENST00000514682.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000525146.1	DUP	ENSG00000204293.2	ENST00000375013.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445867.1	PSSD	ENSG00000124614.9	ENST00000344700.3	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000392260.2	PSSD	ENSG00000167085.6	ENST00000300408.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452108.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435098.1	PSSD	ENSG00000164611.8	ENST00000352433.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418640.1	PSSD	ENSG00000231997.1	ENST00000426006.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000464664.1	PSSD	ENSG00000196374.5	ENST00000359465.4	Tnx_0:Pol2_1:AC_1:TF_0
ENST00000380760.3	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508026.3	PSSD	ENSG00000154997.8	ENST00000388975.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447755.1	PSSD	ENSG00000112242.9	ENST00000346618.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000407725.1	PSSD	ENSG00000065911.7	ENST00000409601.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000442535.1	PSSD	ENSG00000234444.3	ENST00000423484.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000523057.1	PSSD	ENSG00000180817.6	ENST00000373232.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000523940.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441651.1	PSSD	ENSG00000081154.7	ENST00000265260.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438811.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435784.1	PSSD	ENSG00000124523.9	ENST00000379262.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514175.1	PSSD	ENSG00000130402.4	ENST00000252699.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000424481.1	PSSD	ENSG00000135486.10	ENST00000330752.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000503717.1	PSSD	ENSG00000153485.4	ENST00000283534.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434698.1	PSSD	ENSG00000070756.8	ENST00000517990.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453169.1	PSSD	ENSG00000121769.3	ENST00000373713.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000502347.1	PSSD	ENSG00000144635.4	ENST00000273130.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419089.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000434950.1	PSSD	ENSG00000122490.12	ENST00000351365.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415467.1	PSSD	ENSG00000065154.7	ENST00000368845.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000416471.2	PSSD	ENSG00000074800.8	ENST00000234590.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441206.1	PSSD	ENSG00000132507.12	ENST00000336458.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406493.1	PSSD	ENSG00000123505.9	ENST00000368885.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421194.1	PSSD	ENSG00000160973.6	ENST00000377317.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427395.1	PSSD	ENSG00000008988.5	ENST00000523936.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513369.1	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000417655.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441469.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000469026.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453917.1	PSSD	.	.	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000485582.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417974.1	PSSD	ENSG00000145592.9	ENST00000508493.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000514501.1	PSSD	ENSG00000154328.9	ENST00000284503.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453795.1	DUP	ENSG00000128422.10	ENST00000311208.8	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452866.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000502591.1	PSSD	ENSG00000152611.7	ENST00000513623.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000478593.1	PSSD	ENSG00000171858.11	ENST00000370562.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000509466.1	PSSD	ENSG00000156096.8	ENST00000305107.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418879.1	PSSD	ENSG00000145741.10	ENST00000380591.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000491760.2	PSSD	ENSG00000241343.2	ENST00000427805.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000423587.1	PSSD	ENSG00000163319.6	ENST00000295491.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000447827.1	PSSD	ENSG00000156467.5	ENST00000287022.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438989.1	PSSD	ENSG00000185721.5	ENST00000331457.4	Tnx_1:Pol2_1:AC_1:TF_0
ENST00000422215.1	PSSD	ENSG00000198918.6	ENST00000361575.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508566.1	PSSD	ENSG00000132155.7	ENST00000251849.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441083.1	PSSD	ENSG00000006125.10	ENST00000312678.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000467527.1	PSSD	ENSG00000133641.10	ENST00000356891.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442926.2	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000448532.1	PSSD	ENSG00000113558.12	ENST00000353411.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411487.1	DUP	ENSG00000172288.6	ENST00000306609.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000450025.1	PSSD	ENSG00000128951.6	ENST00000331200.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000545370.1	PSSD	ENSG00000131944.4	ENST00000254262.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424043.2	PSSD	ENSG00000111640.8	ENST00000229239.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513351.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428697.1	PSSD	ENSG00000143452.10	ENST00000368995.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449028.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426589.2	unitary_pseudogene	ENSG00000173546.6	ENST00000308508.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426062.1	PSSD	ENSG00000144015.4	ENST00000272395.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426082.1	PSSD	ENSG00000241343.2	ENST00000427805.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000453589.1	DUP	.	.	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000441958.1	DUP	ENSG00000108953.9	ENST00000264335.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415778.1	PSSD	ENSG00000115233.7	ENST00000409682.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000534473.1	DUP	ENSG00000204293.2	ENST00000375013.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435436.1	PSSD	ENSG00000182077.6	ENST00000438700.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514785.1	PSSD	ENSG00000176681.9	ENST00000393466.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000495947.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000524732.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000490892.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417131.1	PSSD	ENSG00000160124.5	ENST00000291458.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411473.1	PSSD	ENSG00000143575.10	ENST00000328703.7	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000447765.1	PSSD	ENSG00000165672.5	ENST00000298510.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000429999.1	PSSD	ENSG00000214929.2	ENST00000344803.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000393579.2	PSSD	ENSG00000081154.7	ENST00000265260.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449839.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000511263.1	PSSD	ENSG00000029993.10	ENST00000325307.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442676.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449138.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000441798.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000453640.1	DUP	ENSG00000165583.9	ENST00000311798.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000413753.1	PSSD	ENSG00000205246.4	ENST00000354585.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417269.1	PSSD	ENSG00000136143.7	ENST00000543413.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000512832.1	DUP	ENSG00000189068.5	ENST00000338372.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000424829.1	PSSD	ENSG00000151729.5	ENST00000281456.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413175.1	PSSD	ENSG00000204531.7	ENST00000259915.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000506922.1	PSSD	ENSG00000187772.6	ENST00000345080.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000531501.1	PSSD	ENSG00000177842.7	ENST00000314529.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529103.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428821.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000414147.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434379.1	PSSD	ENSG00000112378.9	ENST00000421351.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449385.1	PSSD	ENSG00000182902.8	ENST00000327451.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455969.1	PSSD	ENSG00000166451.8	ENST00000305850.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518337.1	PSSD	ENSG00000096384.13	ENST00000353801.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514065.1	PSSD	ENSG00000147403.12	ENST00000424325.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000503430.1	DUP	ENSG00000104321.5	ENST00000262209.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000495613.1	PSSD	ENSG00000100380.7	ENST00000216218.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457883.1	PSSD	ENSG00000118985.9	ENST00000237853.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442718.1	PSSD	ENSG00000132475.3	ENST00000254810.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000448483.1	PSSD	ENSG00000048544.5	ENST00000053468.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433990.1	PSSD	ENSG00000015479.12	ENST00000394800.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000471756.2	PSSD	ENSG00000137154.8	ENST00000380394.4	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000427588.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000505789.1	PSSD	ENSG00000221944.3	ENST00000408957.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433137.1	PSSD	ENSG00000118579.6	ENST00000237380.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000412474.1	DUP	ENSG00000169789.6	ENST00000303728.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000450133.1	DUP	ENSG00000164610.4	ENST00000297157.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000478174.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000443481.1	PSSD	ENSG00000134250.11	ENST00000256646.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424606.1	PSSD	ENSG00000196449.3	ENST00000373044.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000507986.1	PSSD	ENSG00000197894.6	ENST00000296412.8	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431810.1	PSSD	ENSG00000089022.7	ENST00000202788.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439103.1	DUP	ENSG00000142599.13	ENST00000337907.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000447764.1	PSSD	ENSG00000198830.6	ENST00000361427.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000473520.1	PSSD	ENSG00000160075.9	ENST00000359060.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415560.1	PSSD	ENSG00000137309.14	ENST00000395004.3	Tnx_1:Pol2_1:AC_0:TF_0
ENST00000536923.1	PSSD	ENSG00000160124.5	ENST00000479414.1	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000533878.1	DUP	ENSG00000221840.2	ENST00000319760.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000521340.1	PSSD	ENSG00000205581.6	ENST00000361263.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518583.1	PSSD	ENSG00000173141.4	ENST00000309594.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429219.1	PSSD	ENSG00000171855.5	ENST00000380232.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406329.1	pseudogene	ENSG00000071082.5	ENST00000264258.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455685.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000454959.1	PSSD	ENSG00000072518.14	ENST00000425897.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432046.1	DUP	ENSG00000046653.10	ENST00000454189.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000432936.1	DUP	ENSG00000108953.9	ENST00000264335.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509393.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452925.1	PSSD	ENSG00000165637.9	ENST00000313132.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421570.1	PSSD	ENSG00000233927.2	ENST00000449223.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447151.1	PSSD	ENSG00000167005.7	ENST00000300291.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000452006.1	PSSD	ENSG00000188612.6	ENST00000420826.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000440447.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000446021.1	PSSD	ENSG00000134375.6	ENST00000367287.4	Tnx_1:Pol2_0:AC_1:TF_0
